cap-texture,spore-pattern,stem-flexibility,ring-thickness,cap-shape,cap-surface:%3F,cap-color,gill-attachment,stalk-shape,veil-type,veil-color,ring-number,population,habitat,class
b'r',b'd',b'c',b'c',b'x',b'y',b'e',b'f',b'e',b'p',b'w',b'n',b'c',b'd',b'p'
b'm',b'i',b'f',b'a',b'f',b'y',b'n',b'f',b't',b'p',b'w',b'o',b'v',b'd',b'p'
b'b',b'n',b'a',b'c',b'f',b'y',b'e',b'f',b't',b'p',b'w',b'o',b'v',b'd',b'p'
b'f',b'i',b'f',b'a',b'x',b's',b'e',b'f',b't',b'p',b'w',b'o',b'v',b'p',b'p'
b'n',b'f',b'h',b'c',b'f',b's',b'e',b'f',b't',b'p',b'w',b'o',b'v',b'p',b'p'
b'k',b'k',b'a',b'c',b'f',b'y',b'e',b'f',b't',b'p',b'w',b'o',b'v',b'p',b'p'
b'n',b'n',b'j',b'c',b'f',b'y',b'e',b'f',b't',b'p',b'w',b'o',b'v',b'l',b'p'
b'g',b'h',b'b',b'b',b'x',b's',b'e',b'f',b't',b'p',b'w',b'o',b'v',b'l',b'p'
b'b',b'h',b'g',b'b',b'f',b's',b'e',b'f',b't',b'p',b'w',b'o',b'v',b'p',b'p'
b'h',b'i',b'j',b'a',b'x',b's',b'n',b'a',b'e',b'p',b'n',b'o',b'c',b'l',b'e'
b'd',b'i',b'e',b'b',b'f',b'y',b'n',b'f',b't',b'p',b'w',b'o',b'v',b'd',b'p'
b'c',b'd',b'i',b'c',b'f',b'y',b'e',b'f',b't',b'p',b'w',b'o',b'v',b'l',b'p'
b's',b'g',b'h',b'a',b'f',b'y',b'e',b'f',b't',b'p',b'w',b'o',b'v',b'l',b'p'
b'e',b'a',b'g',b'b',b'x',b's',b'n',b'f',b't',b'p',b'w',b'o',b'v',b'p',b'p'
b'h',b'g',b'i',b'a',b'x',b's',b'e',b'f',b't',b'p',b'w',b'o',b'v',b'd',b'p'
b'k',b'k',b'f',b'a',b'x',b'y',b'e',b'f',b't',b'p',b'w',b'o',b'v',b'd',b'p'
b'e',b'h',b'g',b'b',b'x',b's',b'e',b'f',b't',b'p',b'w',b'o',b'v',b'p',b'p'
b'c',b'k',b'c',b'c',b'x',b'y',b'e',b'f',b't',b'p',b'w',b'o',b'v',b'p',b'p'
b'i',b'e',b'b',b'a',b'f',b'y',b'e',b'f',b't',b'p',b'w',b'o',b'v',b'p',b'p'
b'j',b'o',b'd',b'c',b'x',b's',b'n',b'a',b'e',b'p',b'n',b'o',b'v',b'l',b'e'
b'f',b'm',b'c',b'a',b'f',b's',b'n',b'f',b't',b'p',b'w',b'o',b'v',b'p',b'p'
b'j',b'b',b'j',b'c',b'x',b'y',b'e',b'f',b't',b'p',b'w',b'o',b'v',b'p',b'p'
b'p',b'e',b'd',b'a',b'f',b's',b'n',b'f',b't',b'p',b'w',b'o',b'v',b'd',b'p'
b'l',b'b',b'g',b'a',b'f',b'y',b'e',b'f',b't',b'p',b'w',b'o',b'v',b'p',b'p'
b'c',b'o',b'h',b'b',b'x',b'y',b'e',b'f',b't',b'p',b'w',b'o',b'v',b'd',b'p'
b'k',b'o',b'h',b'c',b'x',b's',b'n',b'f',b't',b'p',b'w',b'o',b'v',b'd',b'p'
b'n',b'j',b'a',b'b',b'x',b's',b'n',b'f',b't',b'p',b'w',b'o',b'v',b'l',b'p'
b'p',b'i',b'f',b'a',b'x',b's',b'n',b'f',b't',b'p',b'w',b'o',b'v',b'l',b'p'
b'n',b'k',b'e',b'b',b'x',b'y',b'e',b'f',b't',b'p',b'w',b'o',b'v',b'd',b'p'
b'f',b'b',b'b',b'c',b'f',b's',b'n',b'f',b't',b'p',b'w',b'o',b'v',b'l',b'p'
b's',b'l',b'i',b'c',b'f',b's',b'n',b'f',b't',b'p',b'w',b'o',b'v',b'l',b'p'
b'i',b'b',b'd',b'c',b'k',b'y',b'e',b'f',b't',b'p',b'w',b'o',b'v',b'l',b'p'
b'l',b'c',b'c',b'b',b'x',b's',b'n',b'f',b't',b'p',b'w',b'o',b'v',b'd',b'p'
b'm',b'e',b'f',b'b',b'f',b'y',b'n',b'f',b't',b'p',b'w',b'o',b'v',b'p',b'p'
b'a',b'k',b'h',b'c',b'k',b's',b'w',b'f',b'e',b'p',b'w',b't',b'n',b'g',b'e'
b'n',b'k',b'd',b'a',b'f',b's',b'e',b'f',b't',b'p',b'w',b'o',b'v',b'l',b'p'
b'r',b'i',b'b',b'a',b'x',b's',b'e',b'f',b't',b'p',b'w',b'o',b'v',b'l',b'p'
b'r',b'c',b'b',b'a',b'f',b'y',b'n',b'f',b't',b'p',b'w',b'o',b'v',b'd',b'p'
b'p',b'b',b'f',b'c',b'f',b'y',b'n',b'f',b't',b'p',b'w',b'o',b'v',b'p',b'p'
b'e',b'b',b'h',b'a',b'f',b'y',b'e',b'f',b't',b'p',b'w',b'o',b'v',b'd',b'p'
b'q',b'g',b'h',b'b',b'x',b's',b'n',b'f',b't',b'p',b'w',b'o',b'v',b'p',b'p'
b'h',b'm',b'h',b'a',b'f',b'y',b'n',b'f',b't',b'p',b'w',b'o',b'v',b'l',b'p'
b'd',b'm',b'd',b'c',b'x',b's',b'n',b'f',b't',b'p',b'w',b'o',b'v',b'l',b'p'
b'k',b'n',b'b',b'c',b'k',b'y',b'n',b'f',b't',b'p',b'w',b'o',b'v',b'l',b'p'
b'k',b'k',b'e',b'a',b'f',b's',b'e',b'f',b't',b'p',b'w',b'o',b'v',b'd',b'p'
b'c',b'g',b'c',b'b',b'f',b'y',b'e',b'f',b't',b'p',b'w',b'o',b'v',b'l',b'p'
b'g',b'j',b'i',b'c',b'f',b'y',b'e',b'f',b't',b'p',b'w',b'o',b'v',b'l',b'p'
b'h',b'e',b'e',b'b',b'f',b'y',b'e',b'f',b't',b'p',b'w',b'o',b'v',b'p',b'p'
b'h',b'l',b'a',b'a',b'f',b'y',b'n',b'f',b't',b'p',b'w',b'o',b'v',b'p',b'p'
b'e',b'o',b'g',b'b',b'f',b'y',b'n',b'f',b't',b'p',b'w',b'o',b'v',b'l',b'p'
b'p',b'c',b'j',b'a',b'k',b'y',b'n',b'f',b't',b'p',b'w',b'o',b'v',b'l',b'p'
b'a',b'e',b'b',b'a',b'k',b'y',b'n',b'f',b't',b'p',b'w',b'o',b'v',b'p',b'p'
b'p',b'f',b'f',b'c',b'f',b's',b'e',b'f',b't',b'p',b'w',b'o',b'v',b'p',b'p'
b's',b'a',b'b',b'b',b'x',b's',b'e',b'f',b't',b'p',b'w',b'o',b'v',b'd',b'p'
b'k',b'c',b'd',b'b',b'k',b's',b'n',b'f',b't',b'p',b'w',b'o',b'v',b'l',b'p'
b'g',b'j',b'b',b'b',b'x',b's',b'e',b'f',b't',b'p',b'w',b'o',b'v',b'p',b'p'
b'n',b'b',b'a',b'a',b'f',b's',b'n',b'f',b't',b'p',b'w',b'o',b'v',b'd',b'p'
b'k',b'o',b'b',b'b',b'x',b's',b'e',b'f',b't',b'p',b'w',b'o',b'v',b'l',b'p'
b'b',b'e',b'f',b'b',b'f',b's',b'n',b'f',b't',b'p',b'w',b'o',b'v',b'p',b'p'
b'a',b'a',b'c',b'c',b'x',b's',b'n',b'f',b't',b'p',b'w',b'o',b'v',b'l',b'p'
b's',b'a',b'd',b'c',b'f',b'y',b'e',b'f',b't',b'p',b'w',b'o',b'v',b'd',b'p'
b'n',b'b',b'h',b'b',b'x',b's',b'n',b'f',b't',b'p',b'w',b'o',b'v',b'l',b'p'
b'b',b'n',b'e',b'a',b'x',b's',b'e',b'f',b't',b'p',b'w',b'o',b'v',b'p',b'p'
b's',b'i',b'g',b'c',b'x',b's',b'e',b'f',b't',b'p',b'w',b'o',b'v',b'd',b'p'
b'l',b'a',b'g',b'b',b'x',b's',b'n',b'f',b't',b'p',b'w',b'o',b'v',b'p',b'p'
b'f',b'm',b'h',b'a',b'x',b'y',b'e',b'f',b't',b'p',b'w',b'o',b'v',b'd',b'p'
b'g',b'b',b'a',b'a',b'f',b'y',b'e',b'f',b't',b'p',b'w',b'o',b'v',b'p',b'p'
b'j',b'f',b'b',b'b',b'f',b's',b'e',b'f',b't',b'p',b'w',b'o',b'v',b'd',b'p'
b'l',b'n',b'f',b'b',b'x',b's',b'e',b'f',b't',b'p',b'w',b'o',b'v',b'd',b'p'
b'r',b'l',b'f',b'b',b'f',b'y',b'e',b'f',b't',b'p',b'w',b'o',b'v',b'l',b'p'
b'o',b'e',b'd',b'c',b'f',b's',b'e',b'f',b't',b'p',b'w',b'o',b'v',b'p',b'p'
b'd',b'b',b'f',b'c',b'f',b's',b'e',b'f',b't',b'p',b'w',b'o',b'v',b'l',b'p'
b's',b'h',b'g',b'a',b'f',b'y',b'n',b'f',b't',b'p',b'w',b'o',b'v',b'd',b'p'
b'g',b'c',b'i',b'a',b'f',b's',b'n',b'f',b't',b'p',b'w',b'o',b'v',b'p',b'p'
b'n',b'l',b'e',b'c',b'x',b's',b'e',b'f',b't',b'p',b'w',b'o',b'v',b'p',b'p'
b'g',b'i',b'a',b'b',b'f',b'y',b'n',b'f',b't',b'p',b'w',b'o',b'v',b'l',b'p'
b'f',b'i',b'h',b'c',b'f',b's',b'n',b'f',b't',b'p',b'w',b'o',b'v',b'd',b'p'
b'k',b'l',b'e',b'c',b'f',b'y',b'n',b'f',b't',b'p',b'w',b'o',b'v',b'l',b'p'
b'j',b'd',b'f',b'c',b'f',b's',b'e',b'f',b't',b'p',b'w',b'o',b'v',b'l',b'p'
b'e',b'c',b'c',b'b',b'f',b'y',b'e',b'f',b't',b'p',b'w',b'o',b'v',b'p',b'p'
b'm',b'f',b'j',b'b',b'f',b'y',b'n',b'f',b't',b'p',b'w',b'o',b'v',b'd',b'p'
b'p',b'g',b'i',b'b',b'f',b's',b'e',b'f',b't',b'p',b'w',b'o',b'v',b'd',b'p'
b'f',b'c',b'e',b'b',b'f',b's',b'e',b'f',b't',b'p',b'w',b'o',b'v',b'd',b'p'
b'i',b'g',b'h',b'a',b'f',b'y',b'n',b'f',b't',b'p',b'w',b'o',b'v',b'd',b'p'
b'l',b'c',b'g',b'c',b'f',b's',b'e',b'f',b't',b'p',b'w',b'o',b'v',b'd',b'p'
b'j',b'f',b'i',b'b',b'f',b's',b'n',b'f',b't',b'p',b'w',b'o',b'v',b'd',b'p'
b'a',b'o',b'e',b'c',b'k',b'y',b'e',b'f',b't',b'p',b'w',b'o',b'v',b'd',b'p'
b'q',b'g',b'i',b'a',b'f',b'y',b'e',b'f',b't',b'p',b'w',b'o',b'v',b'd',b'p'
b'i',b'h',b'b',b'c',b'f',b's',b'e',b'f',b't',b'p',b'w',b'o',b'v',b'd',b'p'
b'e',b'h',b'c',b'a',b'f',b'y',b'e',b'f',b't',b'p',b'w',b'o',b'v',b'd',b'p'
b'i',b'j',b'b',b'a',b'f',b'y',b'n',b'f',b't',b'p',b'w',b'o',b'v',b'l',b'p'
b'h',b'd',b'c',b'a',b'f',b'y',b'e',b'f',b't',b'p',b'w',b'o',b'v',b'p',b'p'
b'f',b'o',b'j',b'c',b'f',b's',b'n',b'f',b't',b'p',b'w',b'o',b'v',b'p',b'p'
b'k',b'c',b'a',b'b',b'x',b'y',b'e',b'f',b't',b'p',b'w',b'o',b'v',b'd',b'p'
b'o',b'd',b'e',b'c',b'x',b'f',b'w',b'f',b'e',b'p',b'w',b't',b'n',b'g',b'e'
b'p',b'i',b'a',b'b',b'x',b's',b'e',b'f',b't',b'p',b'w',b'o',b'v',b'd',b'p'
b'r',b'g',b'a',b'a',b'x',b's',b'e',b'f',b't',b'p',b'w',b'o',b'v',b'l',b'p'
b'r',b'n',b'h',b'c',b'f',b'y',b'n',b'f',b't',b'p',b'w',b'o',b'v',b'l',b'p'
b'r',b'b',b'a',b'c',b'x',b's',b'e',b'f',b't',b'p',b'w',b'o',b'v',b'd',b'p'
b'f',b'c',b'j',b'a',b'x',b's',b'n',b'f',b't',b'p',b'w',b'o',b'v',b'd',b'p'
b'j',b'j',b'f',b'a',b'x',b's',b'n',b'f',b't',b'p',b'w',b'o',b'v',b'p',b'p'
b'c',b'j',b'c',b'b',b'x',b's',b'n',b'f',b't',b'p',b'w',b'o',b'v',b'l',b'p'
b'r',b'f',b'a',b'b',b'x',b'f',b'g',b'f',b'e',b'p',b'w',b't',b'n',b'g',b'e'
b'k',b'i',b'a',b'c',b'f',b'y',b'e',b'f',b't',b'p',b'w',b'o',b'v',b'l',b'p'
b'p',b'l',b'a',b'b',b'f',b'y',b'e',b'f',b't',b'p',b'w',b'o',b'v',b'l',b'p'
b'q',b'a',b'a',b'c',b'x',b'y',b'e',b'f',b't',b'p',b'w',b'o',b'v',b'p',b'p'
b'o',b'h',b'h',b'b',b'x',b's',b'n',b'f',b't',b'p',b'w',b'o',b'v',b'p',b'p'
b'e',b'n',b'c',b'a',b'k',b's',b'e',b'f',b't',b'p',b'w',b'o',b'v',b'p',b'p'
b'a',b'i',b'b',b'a',b'k',b'y',b'e',b'f',b't',b'p',b'w',b'o',b'v',b'd',b'p'
b'n',b'l',b'j',b'b',b'f',b'y',b'e',b'f',b't',b'p',b'w',b'o',b'v',b'd',b'p'
b'a',b'e',b'f',b'b',b'x',b's',b'n',b'f',b't',b'p',b'w',b'o',b'v',b'l',b'p'
b'q',b'g',b'c',b'c',b'f',b's',b'n',b'f',b't',b'p',b'w',b'o',b'v',b'l',b'p'
b's',b'i',b'e',b'b',b'x',b's',b'e',b'f',b't',b'p',b'w',b'o',b'v',b'p',b'p'
b'e',b'o',b'i',b'b',b'f',b'y',b'n',b'f',b't',b'p',b'w',b'o',b'v',b'd',b'p'
b'q',b'n',b'f',b'a',b'x',b's',b'n',b'f',b't',b'p',b'w',b'o',b'v',b'p',b'p'
b'a',b'f',b'e',b'a',b'k',b'f',b'w',b'f',b'e',b'p',b'w',b't',b'n',b'g',b'e'
b'q',b'e',b'i',b'a',b'k',b'y',b'n',b'f',b't',b'p',b'w',b'o',b'v',b'd',b'p'
b'k',b'b',b'e',b'b',b'f',b's',b'e',b'f',b't',b'p',b'w',b'o',b'v',b'd',b'p'
b'p',b'i',b'g',b'a',b'x',b'y',b'e',b'f',b't',b'p',b'w',b'o',b'v',b'd',b'p'
b's',b'f',b'i',b'b',b'x',b's',b'n',b'f',b't',b'p',b'w',b'o',b'v',b'l',b'p'
b'i',b'h',b'd',b'c',b'x',b's',b'n',b'f',b't',b'p',b'w',b'o',b'v',b'd',b'p'
b'o',b'l',b'b',b'a',b'f',b'y',b'e',b'f',b't',b'p',b'w',b'o',b'v',b'l',b'p'
b'a',b'c',b'b',b'c',b'f',b'y',b'n',b'f',b't',b'p',b'w',b'o',b'v',b'l',b'p'
b'c',b'd',b'b',b'a',b'x',b'y',b'e',b'f',b't',b'p',b'w',b'o',b'v',b'l',b'p'
b'n',b'h',b'e',b'a',b'f',b's',b'e',b'f',b't',b'p',b'w',b'o',b'v',b'p',b'p'
b'c',b'l',b'f',b'a',b'x',b's',b'e',b'f',b't',b'p',b'w',b'o',b'v',b'd',b'p'
b'f',b'i',b'i',b'b',b'x',b's',b'n',b'f',b't',b'p',b'w',b'o',b'v',b'p',b'p'
b'm',b'j',b'i',b'c',b'f',b'y',b'n',b'f',b't',b'p',b'w',b'o',b'v',b'l',b'p'
b'q',b'a',b'j',b'a',b'f',b'y',b'e',b'f',b't',b'p',b'w',b'o',b'v',b'l',b'p'
b'r',b'n',b'e',b'c',b'f',b'y',b'n',b'f',b't',b'p',b'w',b'o',b'v',b'l',b'p'
b'g',b'f',b'a',b'a',b'f',b'y',b'n',b'f',b't',b'p',b'w',b'o',b'v',b'd',b'p'
b'd',b'n',b'c',b'a',b'f',b's',b'n',b'f',b't',b'p',b'w',b'o',b'v',b'p',b'p'
b'a',b'm',b'g',b'a',b'f',b'y',b'e',b'f',b't',b'p',b'w',b'o',b'v',b'p',b'p'
b'm',b'd',b'e',b'c',b'f',b'y',b'e',b'f',b't',b'p',b'w',b'o',b'v',b'l',b'p'
b'l',b'm',b'e',b'c',b'x',b'y',b'e',b'f',b't',b'p',b'w',b'o',b'v',b'p',b'p'
b'c',b'o',b'a',b'a',b'k',b's',b'e',b'f',b't',b'p',b'w',b'o',b'v',b'p',b'p'
b'r',b'f',b'h',b'b',b'f',b'y',b'e',b'f',b't',b'p',b'w',b'o',b'v',b'p',b'p'
b'k',b'h',b'e',b'c',b'f',b'y',b'n',b'f',b't',b'p',b'w',b'o',b'v',b'p',b'p'
b'c',b'k',b'a',b'c',b'f',b's',b'n',b'f',b't',b'p',b'w',b'o',b'v',b'd',b'p'
b'c',b'o',b'd',b'a',b'f',b's',b'e',b'f',b't',b'p',b'w',b'o',b'v',b'p',b'p'
b'j',b'i',b'e',b'b',b'k',b's',b'e',b'f',b't',b'p',b'w',b'o',b'v',b'p',b'p'
b'f',b'f',b'a',b'c',b'f',b'y',b'e',b'f',b't',b'p',b'w',b'o',b'v',b'p',b'p'
b'p',b'm',b'e',b'c',b'f',b's',b'n',b'f',b't',b'p',b'w',b'o',b'v',b'p',b'p'
b'g',b'k',b'f',b'a',b'x',b's',b'n',b'a',b'e',b'p',b'o',b'o',b'v',b'l',b'e'
b'e',b'n',b'i',b'a',b'x',b's',b'n',b'f',b't',b'p',b'w',b'o',b'v',b'l',b'p'
b'h',b'd',b'a',b'b',b'k',b's',b'n',b'f',b't',b'p',b'w',b'o',b'v',b'l',b'p'
b'q',b'i',b'j',b'c',b'f',b's',b'n',b'f',b't',b'p',b'w',b'o',b'v',b'd',b'p'
b'q',b'm',b'g',b'a',b'f',b's',b'n',b'f',b't',b'p',b'w',b'o',b'v',b'd',b'p'
b'k',b'f',b'h',b'a',b'x',b's',b'n',b'f',b't',b'p',b'w',b'o',b'v',b'p',b'p'
b'h',b'c',b'c',b'a',b'f',b's',b'n',b'f',b't',b'p',b'w',b'o',b'v',b'd',b'p'
b'h',b'f',b'c',b'b',b'f',b'y',b'e',b'f',b't',b'p',b'w',b'o',b'v',b'p',b'p'
b'n',b'l',b'f',b'c',b'f',b'y',b'e',b'f',b't',b'p',b'w',b'o',b'v',b'd',b'p'
b'a',b'o',b'g',b'a',b'f',b's',b'n',b'f',b't',b'p',b'w',b'o',b'v',b'l',b'p'
b'c',b'j',b'h',b'b',b'x',b's',b'e',b'f',b't',b'p',b'w',b'o',b'v',b'l',b'p'
b'm',b'o',b'c',b'b',b'x',b's',b'n',b'f',b't',b'p',b'w',b'o',b'v',b'p',b'p'
b'b',b'b',b'a',b'c',b'x',b's',b'e',b'f',b't',b'p',b'w',b'o',b'v',b'p',b'p'
b'm',b'n',b'f',b'a',b'x',b's',b'e',b'f',b't',b'p',b'w',b'o',b'v',b'd',b'p'
b'a',b'n',b'b',b'c',b'f',b'y',b'e',b'f',b't',b'p',b'w',b'o',b'v',b'l',b'p'
b'g',b'm',b'e',b'a',b'x',b's',b'e',b'f',b't',b'p',b'w',b'o',b'v',b'p',b'p'
b'c',b'a',b'd',b'b',b'k',b's',b'e',b'f',b't',b'p',b'w',b'o',b'v',b'l',b'p'
b'n',b'n',b'd',b'b',b'x',b'y',b'e',b'f',b't',b'p',b'w',b'o',b'v',b'p',b'p'
b'r',b'i',b'j',b'a',b'f',b's',b'n',b'f',b't',b'p',b'w',b'o',b'v',b'p',b'p'
b'k',b'm',b'e',b'c',b'f',b's',b'n',b'f',b't',b'p',b'w',b'o',b'v',b'l',b'p'
b'f',b'm',b'a',b'b',b'x',b's',b'n',b'f',b't',b'p',b'w',b'o',b'v',b'd',b'p'
b'd',b'h',b'i',b'b',b'k',b'y',b'e',b'f',b't',b'p',b'w',b'o',b'v',b'p',b'p'
b'c',b'd',b'g',b'b',b'x',b's',b'e',b'f',b't',b'p',b'w',b'o',b'v',b'l',b'p'
b'j',b'm',b'f',b'b',b'f',b'y',b'n',b'f',b't',b'p',b'w',b'o',b'v',b'd',b'p'
b'k',b'n',b'j',b'a',b'f',b'y',b'e',b'f',b't',b'p',b'w',b'o',b'v',b'd',b'p'
b'b',b'i',b'b',b'a',b'f',b'y',b'n',b'f',b't',b'p',b'w',b'o',b'v',b'p',b'p'
b'r',b'n',b'j',b'b',b'f',b's',b'n',b'f',b't',b'p',b'w',b'o',b'v',b'l',b'p'
b'a',b'h',b'c',b'c',b'f',b's',b'e',b'f',b't',b'p',b'w',b'o',b'v',b'p',b'p'
b'p',b'l',b'i',b'c',b'k',b'y',b'n',b'f',b't',b'p',b'w',b'o',b'v',b'p',b'p'
b'c',b'k',b'b',b'b',b'f',b'y',b'e',b'f',b't',b'p',b'w',b'o',b'v',b'l',b'p'
b'o',b'd',b'i',b'b',b'f',b's',b'e',b'f',b't',b'p',b'w',b'o',b'v',b'p',b'p'
b'm',b'g',b'd',b'a',b'f',b's',b'n',b'f',b't',b'p',b'w',b'o',b'v',b'd',b'p'
b'm',b'h',b'a',b'b',b'x',b's',b'n',b'f',b't',b'p',b'w',b'o',b'v',b'l',b'p'
b'n',b'e',b'b',b'a',b'f',b'y',b'n',b'f',b't',b'p',b'w',b'o',b'v',b'd',b'p'
b's',b'h',b'd',b'c',b'f',b'y',b'e',b'f',b't',b'p',b'w',b'o',b'v',b'd',b'p'
b'p',b'd',b'c',b'a',b'x',b'y',b'e',b'f',b't',b'p',b'w',b'o',b'v',b'd',b'p'
b'c',b'c',b'f',b'b',b'f',b's',b'e',b'f',b't',b'p',b'w',b'o',b'v',b'p',b'p'
b's',b'm',b'f',b'b',b'x',b's',b'n',b'f',b't',b'p',b'w',b'o',b'v',b'l',b'p'
b'g',b'm',b'g',b'b',b'f',b's',b'n',b'f',b't',b'p',b'w',b'o',b'v',b'p',b'p'
b'f',b'e',b'b',b'a',b'f',b's',b'n',b'f',b't',b'p',b'w',b'o',b'v',b'l',b'p'
b'g',b'o',b'g',b'c',b'f',b's',b'e',b'f',b't',b'p',b'w',b'o',b'v',b'p',b'p'
b'p',b'e',b'j',b'b',b'x',b's',b'g',b'f',b'e',b'p',b'w',b't',b'n',b'g',b'e'
b'l',b'e',b'b',b'a',b'k',b'y',b'n',b'f',b't',b'p',b'w',b'o',b'v',b'p',b'p'
b'a',b'n',b'a',b'b',b'x',b'y',b'e',b'f',b't',b'p',b'w',b'o',b'v',b'p',b'p'
b'q',b'j',b'a',b'c',b'x',b's',b'n',b'f',b't',b'p',b'w',b'o',b'v',b'p',b'p'
b'h',b'n',b'd',b'c',b'x',b's',b'n',b'f',b't',b'p',b'w',b'o',b'v',b'd',b'p'
b'e',b'o',b'g',b'c',b'f',b'y',b'e',b'f',b't',b'p',b'w',b'o',b'v',b'l',b'p'
b'h',b'i',b'b',b'b',b'k',b'y',b'n',b'f',b't',b'p',b'w',b'o',b'v',b'l',b'p'
b'r',b'k',b'b',b'c',b'x',b's',b'e',b'f',b't',b'p',b'w',b'o',b'v',b'd',b'p'
b'g',b'd',b'a',b'c',b'x',b's',b'n',b'f',b't',b'p',b'w',b'o',b'v',b'd',b'p'
b'j',b'a',b'i',b'c',b'k',b'y',b'n',b'f',b't',b'p',b'w',b'o',b'v',b'd',b'p'
b'o',b'd',b'b',b'c',b'x',b'y',b'e',b'f',b't',b'p',b'w',b'o',b'v',b'l',b'p'
b'r',b'c',b'j',b'a',b'k',b's',b'n',b'f',b't',b'p',b'w',b'o',b'v',b'p',b'p'
b'p',b'j',b'f',b'c',b'x',b's',b'n',b'f',b't',b'p',b'w',b'o',b'v',b'p',b'p'
b'i',b'e',b'f',b'b',b'x',b'y',b'e',b'f',b't',b'p',b'w',b'o',b'v',b'd',b'p'
b'l',b'i',b'c',b'b',b'f',b's',b'e',b'f',b't',b'p',b'w',b'o',b'v',b'd',b'p'
b'e',b'g',b'd',b'a',b'f',b's',b'n',b'f',b't',b'p',b'w',b'o',b'v',b'l',b'p'
b'e',b'd',b'a',b'b',b'f',b's',b'n',b'f',b't',b'p',b'w',b'o',b'v',b'p',b'p'
b'a',b'n',b'j',b'b',b'f',b's',b'e',b'f',b't',b'p',b'w',b'o',b'v',b'p',b'p'
b'a',b'o',b'a',b'b',b'x',b'y',b'e',b'f',b't',b'p',b'w',b'o',b'v',b'l',b'p'
b'h',b'd',b'g',b'b',b'x',b's',b'e',b'f',b't',b'p',b'w',b'o',b'v',b'l',b'p'
b'k',b'j',b'h',b'c',b'f',b's',b'n',b'f',b't',b'p',b'w',b'o',b'v',b'p',b'p'
b'p',b'n',b'i',b'a',b'f',b'y',b'e',b'f',b't',b'p',b'w',b'o',b'v',b'd',b'p'
b'g',b'j',b'h',b'b',b'x',b's',b'n',b'f',b't',b'p',b'w',b'o',b'v',b'd',b'p'
b'i',b'g',b'c',b'c',b'x',b's',b'e',b'f',b't',b'p',b'w',b'o',b'v',b'd',b'p'
b'f',b'k',b'b',b'a',b'x',b's',b'e',b'f',b't',b'p',b'w',b'o',b'v',b'l',b'p'
b'q',b'h',b'i',b'b',b'f',b's',b'e',b'f',b't',b'p',b'w',b'o',b'v',b'p',b'p'
b'q',b'l',b'd',b'c',b'x',b'y',b'e',b'f',b't',b'p',b'w',b'o',b'v',b'p',b'p'
b'i',b'i',b'f',b'a',b'x',b's',b'n',b'f',b't',b'p',b'w',b'o',b'v',b'd',b'p'
b's',b'c',b'd',b'a',b'x',b's',b'e',b'f',b't',b'p',b'w',b'o',b'v',b'l',b'p'
b'j',b'h',b'b',b'b',b'x',b's',b'e',b'f',b't',b'p',b'w',b'o',b'v',b'l',b'p'
b'g',b'n',b'j',b'a',b'x',b's',b'n',b'f',b't',b'p',b'w',b'o',b'v',b'd',b'p'
b'h',b'f',b'g',b'a',b'x',b's',b'n',b'f',b't',b'p',b'w',b'o',b'v',b'l',b'p'
b'h',b'k',b'e',b'a',b'f',b's',b'e',b'f',b't',b'p',b'w',b'o',b'v',b'd',b'p'
b'j',b'k',b'g',b'c',b'f',b'y',b'e',b'f',b't',b'p',b'w',b'o',b'v',b'd',b'p'
b'p',b'k',b'e',b'a',b'x',b's',b'n',b'f',b't',b'p',b'w',b'o',b'v',b'd',b'p'
b'g',b'o',b'f',b'c',b'x',b's',b'e',b'f',b't',b'p',b'w',b'o',b'v',b'l',b'p'
b'a',b'e',b'f',b'c',b'f',b's',b'n',b'f',b't',b'p',b'w',b'o',b'v',b'l',b'p'
b'l',b'k',b'g',b'a',b'x',b's',b'n',b'f',b't',b'p',b'w',b'o',b'v',b'd',b'p'
b'p',b'd',b'd',b'a',b'f',b's',b'e',b'f',b't',b'p',b'w',b'o',b'v',b'd',b'p'
b'm',b'o',b'f',b'a',b'k',b'y',b'n',b'f',b't',b'p',b'w',b'o',b'v',b'p',b'p'
b'h',b'n',b'i',b'a',b'x',b's',b'n',b'f',b't',b'p',b'w',b'o',b'v',b'l',b'p'
b'h',b'l',b'g',b'a',b'f',b'y',b'n',b'f',b't',b'p',b'w',b'o',b'v',b'p',b'p'
b'f',b'j',b'c',b'b',b'k',b'y',b'n',b'f',b't',b'p',b'w',b'o',b'v',b'p',b'p'
b'a',b'h',b'd',b'c',b'f',b's',b'e',b'f',b't',b'p',b'w',b'o',b'v',b'd',b'p'
b'h',b'e',b'j',b'b',b'f',b's',b'n',b'f',b't',b'p',b'w',b'o',b'v',b'p',b'p'
b'e',b'a',b'e',b'a',b'x',b's',b'e',b'f',b't',b'p',b'w',b'o',b'v',b'd',b'p'
b'c',b'c',b'i',b'b',b'x',b's',b'n',b'f',b't',b'p',b'w',b'o',b'v',b'l',b'p'
b'r',b'b',b'i',b'b',b'f',b'y',b'n',b'f',b't',b'p',b'w',b'o',b'v',b'p',b'p'
b'g',b'o',b'h',b'b',b'f',b'y',b'n',b'f',b't',b'p',b'w',b'o',b'v',b'p',b'p'
b'm',b'c',b'b',b'c',b'x',b's',b'e',b'f',b't',b'p',b'w',b'o',b'v',b'l',b'p'
